"dataset","caseid","length","label","leverage1","leverage2"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173688","1.70445221131829","0","9.65482571216696e-06","3.16531766664483e-06"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173691","1.11939095477639","0","5.83860480931417e-06","1.99526053782162e-06"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173694","0.542685526179833","0","1.32014524103859e-06","4.69489349096879e-07"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173715","1.57299302833342","0","7.44412533598633e-06","2.46362545053385e-06"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173718","-4.89338565207724","0","4.44084399625361e-05","2.18748697919291e-05"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173721","1.81130661886268","0","7.43040409583125e-06","2.4173825996661e-06"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173730","-0.19504799388899","0","0.000112071119148927","4.18791060220258e-05"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173736","0.361946143954492","0","2.73445631796343e-07","9.84486126735422e-08"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173739","1.69257462911701","0","5.83473414503705e-06","1.91453914979567e-06"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173745","0.802320141231972","0","7.47118499361331e-06","2.61008052248641e-06"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173748","-0.53900868332926","0","3.94623875194638e-06","1.50821146768308e-06"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173751","1.58199760841565","0","7.79436410981549e-06","2.57787824974192e-06"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173760","1.73561904441919","0","9.48505652841805e-06","3.10270285439244e-06"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173784","-7.0685080627584","0","0.0046266570862853","0.00253322385787918"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173787","1.06214727406264","0","7.68781867705543e-06","2.63774039852112e-06"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173790","1.78292122302848","0","9.46478344078226e-06","3.08554831147244e-06"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173793","1.77420707155133","0","7.90020764914149e-06","2.57710901316561e-06"
"pca_Preprocessed_moved0.006_bpic2012_O_CANCELLED-COMPLETE_clean.csv","173796","1.42396214488895","0","6.71319775182369e-06","2.24541812886249e-06"
